SCT/SCT111+1.p, Unsat
SEU/SEU010+1.p, Unsat
SWV/SWV489+3.p, Unsat
GEO/GEO172+3.p, Unsat
COM/COM145+1.p, Unsat
SET/SET602+3.p, Unsat
CSR/CSR113+19.p, Unsat
SET/SET065+1.p, Unsat
SEU/SEU428+3.p, Unsat
NUM/NUM586+3.p, Unsat
ALG/ALG080+1.p, Unsat
CSR/CSR115+100.p, Unsat
ALG/ALG232+2.p, Unsat
SEU/SEU279+2.p, Unsat
NUM/NUM421+1.p, Unsat
KLE/KLE042+2.p, Unsat
CSR/CSR002+2.p, Unsat
NUM/NUM456+6.p, Unsat
LCL/LCL471+1.p, Unsat
SWC/SWC093+1.p, Unsat
SEU/SEU433+2.p, Unsat
SET/SET083+1.p, Unsat
SEU/SEU176+2.p, Unsat
SWC/SWC313+1.p, Unsat
SEU/SEU179+2.p, Unsat
NUM/NUM534+2.p, Unsat
NUM/NUM636+4.p, Unsat
SET/SET061+1.p, Unsat
LCL/LCL545+1.p, Unsat
COM/COM012+1.p, Unsat
GEO/GEO316+1.p, Unsat
SWC/SWC246+1.p, Unsat
CSR/CSR046+1.p, Unsat
SWC/SWC004+1.p, Unsat
NUM/NUM524+3.p, Unsat
SEU/SEU186+1.p, Unsat
SWW/SWW236+1.p, Unsat
SEU/SEU269+1.p, Unsat
SWV/SWV037+1.p, Unsat
SEU/SEU295+3.p, Unsat
SEU/SEU109+1.p, Unsat
SWC/SWC051+1.p, Unsat
LAT/LAT296+3.p, Unsat
SWB/SWB073+1.p, Unsat
SWW/SWW380+1.p, Unsat
SEU/SEU243+2.p, Unsat
SWC/SWC099+1.p, Unsat
SEU/SEU150+1.p, Unsat
SET/SET656+3.p, Unsat
SEU/SEU156+2.p, Unsat
GRP/GRP711+1.p, Unsat
SWV/SWV457+1.p, Unsat
SEU/SEU436+1.p, Unsat
GEO/GEO239+1.p, Unsat
NUM/NUM755+4.p, Unsat
CSR/CSR197+1.p, Unsat
LAT/LAT292+4.p, Unsat
CSR/CSR052+6.p, Unsat
ALG/ALG230+1.p, Unsat
RNG/RNG096+2.p, Unsat
CSR/CSR060+3.p, Unsat
SET/SET047+1.p, Unsat
LAT/LAT375+1.p, Unsat
CSR/CSR115+16.p, Unsat
NUM/NUM499+3.p, Unsat
KLE/KLE011+4.p, Unsat
SWW/SWW909+1.p, Unsat
SEU/SEU263+1.p, Unsat
SEU/SEU406+4.p, Unsat
CSR/CSR114+26.p, Unsat
SWV/SWV127+1.p, Unsat
NUM/NUM682+4.p, Unsat
KLE/KLE039+1.p, Unsat
KLE/KLE134+1.p, Unsat
SET/SET940+1.p, Unsat
SWB/SWB028+1.p, Unsat
MED/MED010+1.p, Unsat
NUM/NUM377+1.015.p, Unsat
SEU/SEU121+1.p, Unsat
SYN/SYN962+1.p, Unsat
LAT/LAT368+4.p, Unsat
LCL/LCL678+1.010.p, Unsat
LAT/LAT346+3.p, Unsat
SWB/SWB040+1.p, Unsat
ITP/ITP023+4.p, Unsat
SEU/SEU218+3.p, Unsat
SEU/SEU285+1.p, Unsat
CSR/CSR045+2.p, Unsat
SWC/SWC404+1.p, Unsat
GEO/GEO231+1.p, Unsat
KRS/KRS149+1.p, Unsat
LCL/LCL668+1.020.p, Unsat
KLE/KLE126+1.p, Unsat
SWC/SWC241+1.p, Unsat
KLE/KLE080+1.p, Unsat
SEU/SEU160+1.p, Unsat
LCL/LCL660+1.001.p, Unsat
KRS/KRS257+1.p, Unsat
SET/SET924+1.p, Unsat
CSR/CSR053+1.p, Unsat
SEU/SEU434+1.p, Unsat
ALG/ALG040+1.p, Unsat
NUM/NUM757+4.p, Unsat
SWB/SWB041+1.p, Unsat
SEU/SEU123+2.p, Unsat
SWC/SWC310+1.p, Unsat
GRP/GRP623+1.p, Unsat
GRP/GRP648+1.p, Unsat
LAT/LAT331+2.p, Unsat
KLE/KLE125+1.p, Unsat
GEO/GEO528+1.p, Unsat
GEO/GEO530+1.p, Unsat
SWW/SWW230+1.p, Unsat
NUM/NUM925+4.p, Unsat
GEO/GEO589+1.p, Unsat
GEO/GEO336+1.p, Unsat
SEU/SEU434+3.p, Unsat
SET/SET074+1.p, Unsat
KRS/KRS215+1.p, Unsat
LAT/LAT366+3.p, Unsat
GEO/GEO645+1.p, Unsat
GEO/GEO208+2.p, Unsat
KRS/KRS254+1.p, Unsat
KRS/KRS093+1.p, Unsat
KRS/KRS235+1.p, Unsat
SEU/SEU276+1.p, Unsat
KLE/KLE167+1.p, Unsat
LAT/LAT337+4.p, Unsat
SWC/SWC062+1.p, Unsat
SWV/SWV024+1.p, Unsat
SEU/SEU150+3.p, Unsat
LCL/LCL638+1.015.p, Unsat
NUM/NUM489+1.p, Unsat
NUM/NUM608+1.p, Unsat
SEU/SEU411+2.p, Unsat
SET/SET712+4.p, Unsat
MSC/MSC011+1.p, Unsat
SWC/SWC174+1.p, Unsat
CSR/CSR083+3.p, Unsat
NUM/NUM924+7.p, Unsat
CAT/CAT022+3.p, Unsat
SEU/SEU205+2.p, Unsat
NUM/NUM851+1.p, Unsat
NUM/NUM796+4.p, Unsat
LAT/LAT319+3.p, Unsat
SET/SET923+1.p, Unsat
SYN/SYN376+1.p, Unsat
SWC/SWC395+1.p, Unsat
PUZ/PUZ005+1.p, Unsat
CSR/CSR109+3.p, Unsat
SWV/SWV075+1.p, Unsat
PRO/PRO003+1.p, Unsat
MGT/MGT059+1.p, Unsat
SWV/SWV086+1.p, Unsat
LAT/LAT323+2.p, Unsat
SEU/SEU376+1.p, Unsat
GEO/GEO320+1.p, Unsat
ALG/ALG219+3.p, Unsat
SWV/SWV450+1.p, Unsat
GEO/GEO569+1.p, Unsat
SEU/SEU195+2.p, Unsat
SEU/SEU172+2.p, Unsat
SET/SET967+1.p, Unsat
GRP/GRP652+1.p, Unsat
KLE/KLE093+1.p, Unsat
CSR/CSR115+98.p, Unsat
CSR/CSR065+4.p, Unsat
SET/SET593+3.p, Unsat
SEU/SEU326+1.p, Unsat
SEU/SEU405+2.p, Unsat
COM/COM135+1.p, Unsat
NUM/NUM791+4.p, Unsat
NUM/NUM513+1.p, Unsat
REL/REL006+1.p, Unsat
SWC/SWC101+1.p, Unsat
LAT/LAT321+3.p, Unsat
NUM/NUM606+1.p, Unsat
CSR/CSR037+6.p, Unsat
NUM/NUM790+4.p, Unsat
SEU/SEU229+1.p, Unsat
NUM/NUM483+3.p, Unsat
SWV/SWV415+2.p, Unsat
SET/SET752+4.p, Unsat
GRP/GRP757+1.p, Unsat
CSR/CSR114+5.p, Unsat
TOP/TOP043+4.p, Unsat
CSR/CSR070+1.p, Unsat
CSR/CSR104+1.p, Unsat
SWW/SWW471+7.p, Unsat
CSR/CSR115+59.p, Unsat
SCT/SCT171+5.p, Unsat
MGT/MGT052+1.p, Unsat
ALG/ALG075+1.p, Unsat
ALG/ALG023+1.p, Unsat
SEU/SEU152+1.p, Unsat
SYN/SYN417+1.p, Unsat
GRP/GRP647+1.p, Unsat
SWV/SWV081+1.p, Unsat
COM/COM022+1.p, Unsat
NUM/NUM609+3.p, Unsat
RNG/RNG117+4.p, Unsat
ALG/ALG042+1.p, Unsat
SWC/SWC179+1.p, Unsat
GEO/GEO503+1.p, Unsat
CSR/CSR115+57.p, Unsat
ITP/ITP003+4.p, Unsat
SET/SET738+4.p, Unsat
NUM/NUM298+1.p, Unsat
PRO/PRO012+1.p, Unsat
PRO/PRO012+2.p, Unsat
SEU/SEU415+3.p, Unsat
CSR/CSR045+5.p, Unsat
REL/REL022+1.p, Unsat
GEO/GEO186+1.p, Unsat
SEU/SEU256+1.p, Unsat
RNG/RNG081+1.p, Unsat
HWV/HWV092+1.p, Unsat
SEU/SEU160+3.p, Unsat
SET/SET687+4.p, Unsat
KLE/KLE156+2.p, Unsat
SWV/SWV465+1.p, Unsat
ALG/ALG214+4.p, Unsat
SWB/SWB008+2.p, Unsat
CSR/CSR039+1.p, Unsat
SET/SET098+1.p, Unsat
AGT/AGT012+2.p, Unsat
CAT/CAT025+4.p, Unsat
GRP/GRP648+3.p, Unsat
NUM/NUM437+5.p, Unsat
LAT/LAT295+2.p, Unsat
KLE/KLE005+1.p, Unsat
SWV/SWV187+1.p, Unsat
NUM/NUM853+1.p, Unsat
SWW/SWW173+1.p, Unsat
COM/COM017+1.p, Unsat
SEU/SEU431+1.p, Unsat
CSR/CSR114+14.p, Unsat
GEO/GEO211+1.p, Unsat
SEU/SEU027+1.p, Unsat
KLE/KLE007+1.p, Unsat
LAT/LAT286+3.p, Unsat
SWV/SWV404+1.p, Unsat
SWW/SWW176+1.p, Unsat
NUM/NUM593+1.p, Unsat
BIO/BIO006+1.p, Unsat
CSR/CSR054+1.p, Unsat
GRP/GRP652+2.p, Unsat
CSR/CSR036+6.p, Unsat
NUM/NUM554+1.p, Unsat
ITP/ITP006+2.p, Unsat
GEO/GEO452+1.p, Unsat
MGT/MGT041+2.p, Unsat
CSR/CSR115+33.p, Unsat
SWW/SWW473+3.p, Unsat
LCL/LCL476+1.p, Unsat
CSR/CSR062+2.p, Unsat
SWW/SWW477+5.p, Unsat
ITP/ITP024+4.p, Unsat
ITP/ITP015+2.p, Unsat
ALG/ALG188+1.p, Unsat
NUM/NUM584+3.p, Unsat
NUM/NUM505+1.p, Unsat
GEO/GEO609+1.p, Unsat
ALG/ALG210+1.p, Unsat
LAT/LAT363+2.p, Unsat
SWW/SWW193+1.p, Unsat
SWV/SWV416+2.p, Unsat
SYN/SYN319+1.p, Unsat
SWV/SWV011+1.p, Unsat
SEU/SEU395+1.p, Unsat
SWC/SWC222+1.p, Unsat
SCT/SCT123+1.p, Unsat
SYN/SYN061+1.p, Unsat
SEU/SEU045+1.p, Unsat
SWC/SWC058+1.p, Unsat
ITP/ITP014+4.p, Unsat
CSR/CSR043+3.p, Unsat
CSR/CSR114+27.p, Unsat
MGT/MGT057+1.p, Unsat
SEU/SEU435+2.p, Unsat
SYN/SYN460+1.p, Unsat
SWV/SWV458+1.p, Unsat
GEO/GEO169+1.p, Unsat
NLP/NLP208+1.p, Unsat
SEU/SEU008+1.p, Unsat
GRP/GRP653+1.p, Unsat
SEU/SEU413+2.p, Unsat
SEU/SEU157+2.p, Unsat
SWC/SWC244+1.p, Unsat
LAT/LAT303+2.p, Unsat
GEO/GEO303+1.p, Unsat
SWC/SWC397+1.p, Unsat
SYN/SYN486+1.p, Unsat
ALG/ALG054+1.p, Unsat
SYN/SYN367+1.p, Unsat
SEU/SEU090+1.p, Unsat
CSR/CSR115+87.p, Unsat
GEO/GEO245+3.p, Unsat
SWC/SWC070+1.p, Unsat
SWC/SWC254+1.p, Unsat
SYN/SYN375+1.p, Unsat
CSR/CSR158+1.p, Unsat
SWV/SWV230+1.p, Unsat
SEU/SEU107+1.p, Unsat
TOP/TOP026+1.p, Unsat
CSR/CSR111+6.p, Unsat
CSR/CSR115+75.p, Unsat
NUM/NUM749+4.p, Unsat
LAT/LAT327+2.p, Unsat
SWC/SWC381+1.p, Unsat
SEU/SEU348+1.p, Unsat
NUM/NUM502+3.p, Unsat
SET/SET751+4.p, Unsat
LCL/LCL636+1.005.p, Unsat
SWV/SWV460+1.p, Unsat
SWV/SWV410+1.p, Unsat
GEO/GEO335+1.p, Unsat
NUM/NUM561+1.p, Unsat
LCL/LCL654+1.005.p, Unsat
SEU/SEU149+1.p, Unsat
KRS/KRS128+1.p, Unsat
CSR/CSR114+20.p, Unsat
SET/SET606+3.p, Unsat
SWW/SWW318+1.p, Unsat
SEU/SEU432+4.p, Unsat
SEU/SEU182+1.p, Unsat
LCL/LCL670+1.005.p, Unsat
SYN/SYN508+1.p, Unsat
LCL/LCL469+1.p, Unsat
NUN/NUN068+1.p, Unsat
KRS/KRS073+1.p, Unsat
SWW/SWW179+1.p, Unsat
NUM/NUM444+6.p, Unsat
GEO/GEO221+3.p, Unsat
ALG/ALG157+1.p, Unsat
KLE/KLE119+1.p, Unsat
CSR/CSR115+60.p, Unsat
SEU/SEU220+2.p, Unsat
KRS/KRS189+1.p, Unsat
SWC/SWC319+1.p, Unsat
CSR/CSR069+4.p, Unsat
SWC/SWC383+1.p, Unsat
NUM/NUM452+6.p, Unsat
CSR/CSR115+26.p, Unsat
SWC/SWC003+1.p, Unsat
SWW/SWW396+1.p, Unsat
SYN/SYN930+1.p, Unsat
GEO/GEO228+1.p, Unsat
SWW/SWW932+1.p, Unsat
KLE/KLE169+1.p, Unsat
CSR/CSR177+1.p, Unsat
GEO/GEO559+1.p, Unsat
ITP/ITP005+1.p, Unsat
CSR/CSR115+56.p, Unsat
KLE/KLE076+1.p, Unsat
NUM/NUM858+1.p, Unsat
NUM/NUM311+1.p, Unsat
CSR/CSR055+6.p, Unsat
GEO/GEO445+1.p, Unsat
ALG/ALG118+1.p, Unsat
SET/SET171+3.p, Unsat
SEU/SEU422+2.p, Unsat
SWW/SWW204+1.p, Unsat
SEU/SEU418+1.p, Unsat
SYO/SYO594+1.p, Unsat
LCL/LCL646+1.010.p, Unsat
SWB/SWB045+1.p, Unsat
SWC/SWC215+1.p, Unsat
SCT/SCT132+1.p, Unsat
SYN/SYN726+1.p, Unsat
SWV/SWV180+1.p, Unsat
CSR/CSR066+6.p, Unsat
SEU/SEU145+1.p, Unsat
GEO/GEO212+1.p, Unsat
SEU/SEU319+2.p, Unsat
SET/SET893+1.p, Unsat
ALG/ALG225+2.p, Unsat
GEO/GEO120+1.p, Unsat
NUN/NUN065+1.p, Unsat
NUM/NUM515+3.p, Unsat
SWB/SWB032+2.p, Unsat
SEU/SEU173+2.p, Unsat
SWC/SWC218+1.p, Unsat
KLE/KLE028+2.p, Unsat
SWB/SWB056+1.p, Unsat
NUM/NUM765+4.p, Unsat
LCL/LCL640+1.015.p, Unsat
NUM/NUM542+1.p, Unsat
SEU/SEU379+2.p, Unsat
SET/SET749+4.p, Unsat
LCL/LCL460+1.p, Unsat
COM/COM123+1.p, Unsat
LCL/LCL889+1.p, Unsat
GEO/GEO339+1.p, Unsat
SYN/SYN972+1.p, Unsat
SEU/SEU282+1.p, Unsat
NUN/NUN057+2.p, Unsat
LAT/LAT330+3.p, Unsat
SWW/SWW893+1.p, Unsat
SYN/SYN364+1.p, Unsat
REL/REL036+1.p, Unsat
SWC/SWC401+1.p, Unsat
GEO/GEO300+1.p, Unsat
ALG/ALG178+1.p, Unsat
CSR/CSR114+18.p, Unsat
SEU/SEU416+1.p, Unsat
AGT/AGT024+1.p, Unsat
SET/SET673+3.p, Unsat
CSR/CSR229+1.p, Unsat
KRS/KRS079+1.p, Unsat
CSR/CSR086+1.p, Unsat
SYN/SYN482+1.p, Unsat
GEO/GEO082+1.p, Unsat
SWC/SWC260+1.p, Unsat
AGT/AGT003+2.p, Unsat
LAT/LAT333+3.p, Unsat
NUM/NUM524+1.p, Unsat
SWC/SWC141+1.p, Unsat
NUM/NUM646+4.p, Unsat
SET/SET934+1.p, Unsat
SEU/SEU433+4.p, Unsat
CSR/CSR047+5.p, Unsat
LAT/LAT353+4.p, Unsat
NUM/NUM587+3.p, Unsat
GEO/GEO277+1.p, Unsat
SWV/SWV023+1.p, Unsat
KLE/KLE067+1.p, Unsat
GEO/GEO206+3.p, Unsat
SWC/SWC061+1.p, Unsat
ALG/ALG107+1.p, Unsat
SEU/SEU152+2.p, Unsat
SWW/SWW885+1.p, Unsat
LAT/LAT344+1.p, Unsat
CSR/CSR029+6.p, Unsat
CSR/CSR082+6.p, Unsat
SET/SET095+4.p, Unsat
SEU/SEU209+2.p, Unsat
GRP/GRP620+2.p, Unsat
SEU/SEU049+1.p, Unsat
KRS/KRS068+1.p, Unsat
SET/SET909+1.p, Unsat
LCL/LCL414+1.p, Unsat
SEU/SEU151+1.p, Unsat
GEO/GEO494+1.p, Unsat
NUM/NUM736+4.p, Unsat
KRS/KRS081+1.p, Unsat
SWW/SWW477+3.p, Unsat
NUM/NUM624+1.p, Unsat
SEV/SEV522+1.p, Unsat
SWV/SWV216+1.p, Unsat
HWV/HWV044+2.p, Unsat
SET/SET613+3.p, Unsat
COM/COM003+2.p, Unsat
CAT/CAT028+1.p, Unsat
ALG/ALG192+1.p, Unsat
NUM/NUM509+3.p, Unsat
SEU/SEU349+1.p, Unsat
SEU/SEU201+2.p, Unsat
GEO/GEO180+1.p, Unsat
CSR/CSR113+25.p, Unsat
KLE/KLE040+1.p, Unsat
LAT/LAT366+2.p, Unsat
RNG/RNG063+1.p, Unsat
CSR/CSR106+1.p, Unsat
SWW/SWW172+1.p, Unsat
LAT/LAT323+4.p, Unsat
CSR/CSR072+2.p, Unsat
PLA/PLA039+1.p, Unsat
KLE/KLE065+1.p, Unsat
KLE/KLE113+1.p, Unsat
PRO/PRO017+4.p, Unsat
GEO/GEO497+1.p, Unsat
KRS/KRS070+1.p, Unsat
GEO/GEO343+1.p, Unsat
GEO/GEO218+1.p, Unsat
GEO/GEO449+1.p, Unsat
CSR/CSR049+2.p, Unsat
RNG/RNG047+1.p, Unsat
KLE/KLE124+1.p, Unsat
NUM/NUM462+2.p, Unsat
ALG/ALG033+1.p, Unsat
ITP/ITP021+1.p, Unsat
SWW/SWW874+1.p, Unsat
CSR/CSR103+4.p, Unsat
SWC/SWC392+1.p, Unsat
KRS/KRS194+1.p, Unsat
SYN/SYN986+1.004.p, Unsat
NUN/NUN073+1.p, Unsat
TOP/TOP036+1.p, Unsat
RNG/RNG091+2.p, Unsat
GEO/GEO301+1.p, Unsat
SEU/SEU258+1.p, Unsat
ITP/ITP017+2.p, Unsat
SEU/SEU432+1.p, Unsat
SEU/SEU424+2.p, Unsat
NUM/NUM410+1.p, Unsat
REL/REL005+4.p, Unsat
RNG/RNG100+2.p, Unsat
SWW/SWW310+1.p, Unsat
CSR/CSR200+1.p, Unsat
RNG/RNG125+1.p, Unsat
ALG/ALG215+4.p, Unsat
GEO/GEO507+1.p, Unsat
LCL/LCL652+1.005.p, Unsat
SWC/SWC063+1.p, Unsat
LAT/LAT332+3.p, Unsat
KLE/KLE143+2.p, Unsat
KLE/KLE011+3.p, Unsat
REL/REL033+2.p, Unsat
CSR/CSR076+2.p, Unsat
SWC/SWC176+1.p, Unsat
SYN/SYN356+1.p, Unsat
SEU/SEU384+2.p, Unsat
LAT/LAT301+4.p, Unsat
SWW/SWW352+1.p, Unsat
SEU/SEU309+2.p, Unsat
SWV/SWV176+1.p, Unsat
CSR/CSR106+6.p, Unsat
KRS/KRS134+1.p, Unsat
SWW/SWW389+1.p, Unsat
SWC/SWC384+1.p, Unsat
ALG/ALG084+1.p, Unsat
SEU/SEU241+1.p, Unsat
KLE/KLE007+2.p, Unsat
LAT/LAT353+2.p, Unsat
SCT/SCT166+1.p, Unsat
SEU/SEU154+1.p, Unsat
TOP/TOP025+3.p, Unsat
SET/SET761+4.p, Unsat
HWV/HWV132+1.p, Unsat
NUM/NUM633+3.p, Unsat
CSR/CSR087+3.p, Unsat
SWV/SWV475+1.p, Unsat
KLE/KLE148+1.p, Unsat
TOP/TOP035+1.p, Unsat
COM/COM021+1.p, Unsat
SWV/SWV486+3.p, Unsat
CSR/CSR114+29.p, Unsat
SYN/SYN063+1.p, Unsat
LAT/LAT292+3.p, Unsat
SWC/SWC271+1.p, Unsat
NLP/NLP081+1.p, Unsat
GRP/GRP630+4.p, Unsat
NUM/NUM597+3.p, Unsat
LCL/LCL642+1.020.p, Unsat
SEU/SEU302+1.p, Unsat
LAT/LAT377+1.p, Unsat
SET/SET649+3.p, Unsat
SEU/SEU257+1.p, Unsat
LAT/LAT293+2.p, Unsat
SWW/SWW287+1.p, Unsat
NUM/NUM482+1.p, Unsat
SET/SET674+3.p, Unsat
SWW/SWW934+1.p, Unsat
KLE/KLE157+1.p, Unsat
CAT/CAT026+3.p, Unsat
GEO/GEO198+2.p, Unsat
CSR/CSR004+2.p, Unsat
SYN/SYN968+1.p, Unsat
ALG/ALG231+2.p, Unsat
CSR/CSR067+1.p, Unsat
CSR/CSR091+1.p, Unsat
GRP/GRP642+3.p, Unsat
LCL/LCL676+1.015.p, Unsat
GEO/GEO223+3.p, Unsat
CSR/CSR094+2.p, Unsat
SEU/SEU355+2.p, Unsat
GEO/GEO583+1.p, Unsat
SET/SET867+1.p, Unsat
SWW/SWW478+7.p, Unsat
CSR/CSR102+6.p, Unsat
NUM/NUM711+4.p, Unsat
SET/SET747+4.p, Unsat
NUM/NUM493+3.p, Unsat
SWB/SWB066+1.p, Unsat
LCL/LCL534+1.p, Unsat
SYN/SYN980+1.p, Unsat
GEO/GEO210+3.p, Unsat
SEU/SEU317+2.p, Unsat
LCL/LCL503+1.p, Unsat
SEU/SEU340+2.p, Unsat
LAT/LAT317+4.p, Unsat
REL/REL026+2.p, Unsat
LCL/LCL478+1.p, Unsat
ALG/ALG186+1.p, Unsat
ITP/ITP016+5.p, Unsat
CSR/CSR114+2.p, Unsat
CSR/CSR099+6.p, Unsat
SEU/SEU209+1.p, Unsat
PUZ/PUZ073+1.p, Unsat
GEO/GEO517+1.p, Unsat
SEU/SEU158+3.p, Unsat
SEU/SEU389+1.p, Unsat
ALG/ALG227+2.p, Unsat
CSR/CSR032+3.p, Unsat
SCT/SCT139+1.p, Unsat
SEU/SEU355+1.p, Unsat
KRS/KRS105+1.p, Unsat
LCL/LCL680+1.010.p, Unsat
LAT/LAT336+3.p, Unsat
LAT/LAT318+2.p, Unsat
LAT/LAT314+2.p, Unsat
SWC/SWC019+1.p, Unsat
CSR/CSR110+3.p, Unsat
SEU/SEU370+2.p, Unsat
NUM/NUM595+3.p, Unsat
LCL/LCL688+1.001.p, Unsat
NUM/NUM611+3.p, Unsat
KLE/KLE021+4.p, Unsat
KRS/KRS072+1.p, Unsat
ITP/ITP025+2.p, Unsat
CSR/CSR061+4.p, Unsat
COM/COM132+1.p, Unsat
SWC/SWC267+1.p, Unsat
CSR/CSR072+3.p, Unsat
SYN/SYN918+1.p, Unsat
CSR/CSR063+4.p, Unsat
ITP/ITP003+5.p, Unsat
SWC/SWC210+1.p, Unsat
RNG/RNG103+1.p, Unsat
ALG/ALG126+1.p, Unsat
COM/COM143+1.p, Unsat
SWC/SWC315+1.p, Unsat
SET/SET662+3.p, Unsat
RNG/RNG123+4.p, Unsat
GEO/GEO197+1.p, Unsat
SWB/SWB065+1.p, Unsat
SET/SET358+4.p, Unsat
NUM/NUM605+3.p, Unsat
SWC/SWC095+1.p, Unsat
SEU/SEU154+2.p, Unsat
SEU/SEU098+1.p, Unsat
SET/SET645+3.p, Unsat
NUM/NUM327+1.p, Unsat
HWV/HWV098+1.p, Unsat
SET/SET677+3.p, Unsat
NUM/NUM554+3.p, Unsat
NUM/NUM377+1.025.p, Unsat
NUM/NUM792+4.p, Unsat
GEO/GEO554+1.p, Unsat
RNG/RNG106+2.p, Unsat
REL/REL030+2.p, Unsat
CSR/CSR088+6.p, Unsat
GEO/GEO178+2.p, Unsat
SEU/SEU159+3.p, Unsat
SYN/SYN355+1.p, Unsat
NUM/NUM313+1.p, Unsat
NUN/NUN077+2.p, Unsat
LCL/LCL640+1.001.p, Unsat
LAT/LAT300+2.p, Unsat
SWC/SWC116+1.p, Unsat
SEU/SEU338+1.p, Unsat
CSR/CSR115+85.p, Unsat
SEU/SEU104+1.p, Unsat
GEO/GEO535+1.p, Unsat
SET/SET113+1.p, Unsat
KRS/KRS165+1.p, Unsat
SWW/SWW240+1.p, Unsat
CSR/CSR215+1.p, Unsat
NUM/NUM859+1.p, Unsat
SWC/SWC348+1.p, Unsat
SET/SET156+4.p, Unsat
LCL/LCL642+1.005.p, Unsat
CSR/CSR114+7.p, Unsat
LAT/LAT304+4.p, Unsat
KLE/KLE024+1.p, Unsat
REL/REL042+2.p, Unsat
SEU/SEU232+3.p, Unsat
LAT/LAT338+1.p, Unsat
NUM/NUM616+3.p, Unsat
SEU/SEU376+2.p, Unsat
LAT/LAT287+3.p, Unsat
CSR/CSR041+1.p, Unsat
ALG/ALG182+1.p, Unsat
SCT/SCT135+1.p, Unsat
REL/REL003+1.p, Unsat
SEU/SEU435+4.p, Unsat
SWC/SWC180+1.p, Unsat
CSR/CSR113+28.p, Unsat
SEU/SEU340+1.p, Unsat
SYN/SYN549+1.p, Unsat
SEU/SEU180+1.p, Unsat
KLE/KLE035+2.p, Unsat
SEU/SEU232+1.p, Unsat
TOP/TOP028+1.p, Unsat
NUM/NUM925+5.p, Unsat
NUM/NUM926+5.p, Unsat
SEU/SEU412+4.p, Unsat
SYN/SYN081+1.p, Unsat
CSR/CSR069+3.p, Unsat
SWB/SWB075+1.p, Unsat
CSR/CSR100+1.p, Unsat
SEU/SEU119+2.p, Unsat
CSR/CSR115+99.p, Unsat
CSR/CSR101+5.p, Unsat
SEU/SEU196+1.p, Unsat
SWC/SWC276+1.p, Unsat
SEU/SEU199+1.p, Unsat
NUM/NUM620+3.p, Unsat
SEU/SEU088+1.p, Unsat
SWV/SWV215+1.p, Unsat
RNG/RNG081+2.p, Unsat
CSR/CSR211+1.p, Unsat
SWV/SWV492+1.p, Unsat
CSR/CSR085+4.p, Unsat
NUM/NUM837+2.p, Unsat
LCL/LCL686+1.005.p, Unsat
SEU/SEU129+1.p, Unsat
SWW/SWW224+1.p, Unsat
SYN/SYN388+1.p, Unsat
LAT/LAT287+2.p, Unsat
SCT/SCT170+2.p, Unsat
SEU/SEU334+1.p, Unsat
MGT/MGT036+3.p, Unsat
REL/REL039+1.p, Unsat
LAT/LAT338+2.p, Unsat
SEU/SEU424+4.p, Unsat
GRP/GRP639+4.p, Unsat
GRP/GRP655+3.p, Unsat
NUM/NUM467+1.p, Unsat
SET/SET148+4.p, Unsat
GEO/GEO232+3.p, Unsat
CSR/CSR050+3.p, Unsat
NUM/NUM460+2.p, Unsat
NUM/NUM424+3.p, Unsat
LCL/LCL450+1.p, Unsat
SET/SET688+4.p, Unsat
SET/SET904+1.p, Unsat
SEU/SEU248+1.p, Unsat
SWW/SWW277+1.p, Unsat
NUM/NUM413+1.p, Unsat
SEU/SEU408+4.p, Unsat
LCL/LCL516+1.p, Unsat
SEU/SEU444+4.p, Unsat
ITP/ITP022+5.p, Unsat
GEO/GEO580+1.p, Unsat
SWW/SWW867+1.p, Unsat
CSR/CSR039+2.p, Unsat
LCL/LCL532+1.p, Unsat
NUM/NUM443+4.p, Unsat
LCL/LCL510+1.p, Unsat
CSR/CSR058+2.p, Unsat
SWB/SWB006+2.p, Unsat
SWW/SWW944+1.p, Unsat
SWC/SWC162+1.p, Unsat
ALG/ALG144+1.p, Unsat
NUM/NUM585+1.p, Unsat
SEU/SEU445+3.p, Unsat
SWB/SWB015+2.p, Unsat
AGT/AGT004+1.p, Unsat
LAT/LAT374+1.p, Unsat
NUM/NUM574+1.p, Unsat
CSR/CSR115+18.p, Unsat
SET/SET947+1.p, Unsat
SWV/SWV125+1.p, Unsat
GRP/GRP622+2.p, Unsat
SWB/SWB024+1.p, Unsat
NUN/NUN054+2.p, Unsat
CSR/CSR015+1.p, Unsat
NUM/NUM925+3.p, Unsat
SWC/SWC390+1.p, Unsat
NUM/NUM497+3.p, Unsat
COM/COM134+1.p, Unsat
SET/SET672+3.p, Unsat
CSR/CSR231+1.p, Unsat
SWW/SWW365+1.p, Unsat
LAT/LAT283+1.p, Unsat
SWV/SWV208+1.p, Unsat
SWV/SWV454+1.p, Unsat
GEO/GEO350+1.p, Unsat
SYN/SYN950+1.p, Unsat
SCT/SCT150+1.p, Unsat
CSR/CSR058+6.p, Unsat
CAT/CAT026+2.p, Unsat
GEO/GEO447+1.p, Unsat
SEU/SEU196+2.p, Unsat
NUM/NUM619+1.p, Unsat
SEU/SEU426+4.p, Unsat
SET/SET718+4.p, Unsat
SET/SET902+1.p, Unsat
SEU/SEU067+1.p, Unsat
SEU/SEU059+1.p, Unsat
